Id,Probability
32247,0.0
32248,0.02
32249,0.02
32250,0.24
32251,0.0
32252,0.03
32253,0.01
32254,0.28
32255,0.2
32256,0.08
32257,0.02
32258,0.02
32259,0.0
32260,0.01
32261,0.02
32262,0.01
32263,0.0
32264,0.58
32265,0.03
32266,0.01
32267,0.11
32268,0.17
32269,0.0
32270,0.0
32271,0.02
32272,0.2
32273,0.06
32274,0.06
32275,0.0
32276,0.0
32277,0.01
32278,0.03
32279,0.04
32280,0.13
32281,0.45
32282,0.18
32283,0.14
32284,0.07
32285,0.3
32286,0.0
32287,0.14
32288,0.0
32289,0.0
32290,0.31
32291,0.03
32292,0.09
32293,0.0
32294,0.0
32295,0.16
32296,0.0
32297,0.16
32298,0.0
32299,0.22
32300,0.25
32301,0.33
32302,0.01
32303,0.01
32304,0.08
32305,0.0
32306,0.31
32307,0.0
32308,0.0
32309,0.1
32310,0.05
32311,0.0
32312,0.17
32313,0.85
32314,0.0
32315,0.03
32316,0.68
32317,0.04
32318,0.04
32319,0.02
32320,0.01
32321,0.36
32322,0.2
32323,0.0
32324,0.02
32325,0.03
32326,0.02
32327,0.0
32328,0.0
32329,0.0
32330,0.44
32331,0.12
32332,0.0
32333,0.02
32334,0.04
32335,0.02
32336,0.09
32337,0.03
32338,0.0
32339,0.13
32340,0.11
32341,0.02
32342,0.0071875
32343,0.0
32344,0.0
32345,0.03
32346,0.05
32347,0.03
32348,0.02
32349,0.0
32350,0.27
32351,0.22
32352,0.07
32353,0.0
32354,0.03
32355,0.04
32356,0.02
32357,0.0
32358,0.03
32359,0.04
32360,0.0
32361,0.05
32362,0.16
32363,0.02
32364,0.11
32365,0.06
32366,0.0
32367,0.0
32368,0.0
32369,0.52
32370,0.0
32371,0.0
32372,0.02
32373,0.0
32374,0.16
32375,0.06
32376,0.01
32377,0.01
32378,0.0
32379,0.0
32380,0.0
32381,0.02
32382,0.09
32383,0.0
32384,0.2
32385,0.06
32386,0.17
32387,0.0
32388,0.14
32389,0.01
32390,0.19
32391,0.08
32392,0.02
32393,0.01
32394,0.0
32395,0.43
32396,0.81
32397,0.09
32398,0.0
32399,0.05
32400,0.75
32401,0.01
32402,0.02
32403,0.0
32404,0.12
32405,0.0
32406,0.08
32407,0.0
32408,0.09
32409,0.05
32410,0.0
32411,0.88
32412,0.1
32413,0.59
32414,0.0
32415,0.03
32416,0.0
32417,0.03
32418,0.02
32419,0.02
32420,0.0
32421,0.0
32422,0.28
32423,0.17
32424,0.0
32425,0.02
32426,0.05
32427,0.0
32428,0.47
32429,0.03
32430,0.17546153846153845
32431,0.0
32432,0.0
32433,0.0
32434,0.0
32435,0.0
32436,0.0
32437,0.0
32438,0.09
32439,0.0
32440,0.01
32441,0.04
32442,0.18
32443,0.0
32444,0.05
32445,0.01
32446,0.18
32447,0.02
32448,0.06
32449,0.0
32450,0.0
32451,0.39
32452,0.07
32453,0.16
32454,0.0
32455,0.08
32456,0.05
32457,0.03
32458,0.0
32459,0.07
32460,0.0
32461,0.0
32462,0.0
32463,0.0
32464,0.0
32465,0.13
32466,0.05
32467,0.0
32468,0.01
32469,0.08
32470,0.37
32471,0.22
32472,0.0
32473,0.07
32474,0.42
32475,0.04
32476,0.07
32477,0.0
32478,0.16
32479,0.0
32480,0.0
32481,0.0
32482,0.1
32483,0.03
32484,0.0
32485,0.03
32486,0.09
32487,0.49
32488,0.0
32489,0.01
32490,0.11
32491,0.15
32492,0.03
32493,0.13
32494,0.13
32495,0.02
32496,0.02
32497,0.09
32498,0.58
32499,0.0
32500,0.0
32501,0.09
32502,0.09
32503,0.12
32504,0.0
32505,0.0
32506,0.0
32507,0.45
32508,0.1
32509,0.19
32510,0.26
32511,0.16
32512,0.0
32513,0.02
32514,0.0
32515,0.02
32516,0.08
32517,0.26
32518,0.11
32519,0.25
32520,0.25
32521,0.14
32522,0.01
32523,0.0
32524,0.01
32525,0.37
32526,0.0
32527,0.02
32528,0.01
32529,0.09
32530,0.15
32531,0.0
32532,0.02
32533,0.0
32534,0.03
32535,0.04
32536,0.93
32537,0.05
32538,0.0
32539,0.01
32540,0.0
32541,0.3
32542,0.22
32543,0.73
32544,0.02
32545,0.22
32546,0.04
32547,0.01
32548,0.03
32549,0.19
32550,0.67
32551,0.03
32552,0.02
32553,0.0
32554,0.0
32555,0.01
32556,0.01
32557,0.08
32558,0.22
32559,0.18
32560,0.15
32561,0.01
32562,0.11
32563,0.33
32564,0.05
32565,0.28
32566,0.8
32567,0.1
32568,0.0
32569,0.0
32570,0.02
32571,0.02
32572,0.0
32573,0.04
32574,0.01
32575,0.0
32576,0.14
32577,0.76
32578,0.03
32579,0.0
32580,0.02
32581,0.22
32582,0.23
32583,0.06
32584,0.13
32585,0.14
32586,0.0
32587,0.51
32588,0.07
32589,0.25
32590,0.2
32591,0.07
32592,0.01
32593,0.03
32594,0.0
32595,0.02
32596,0.12
32597,0.18
32598,0.22
32599,0.04
32600,0.0
32601,0.21
32602,0.12
32603,0.16
32604,0.05
32605,0.51
32606,0.01
32607,0.13
32608,0.0
32609,0.0
32610,0.0
32611,0.05
32612,0.2
32613,0.77
32614,0.05
32615,0.01
32616,0.18
32617,0.31
32618,0.0
32619,0.05
32620,0.0
32621,0.57
32622,0.2
32623,0.03
32624,0.01
32625,0.12
32626,0.42
32627,0.26
32628,0.0
32629,0.02
32630,0.02
32631,0.0
32632,0.07
32633,0.0
32634,0.0
32635,0.01
32636,0.0
32637,0.07
32638,0.0
32639,0.0
32640,0.0
32641,0.19
32642,0.09
32643,0.0
32644,0.23
32645,0.0
32646,0.12
32647,0.0
32648,0.0
32649,0.04
32650,0.04
32651,0.45
32652,0.04
32653,0.0
32654,0.12
32655,0.0
32656,0.05
32657,0.13
32658,0.01
32659,0.0
32660,0.0
32661,0.06
32662,0.0
32663,0.0
32664,0.0
32665,0.0
32666,0.01
32667,0.05
32668,0.3
32669,0.0
32670,0.02
32671,0.02
32672,0.0
32673,0.28
32674,0.09
32675,0.0
32676,0.06
32677,0.17
32678,0.02
32679,0.08
32680,0.24
32681,0.02
32682,0.0
32683,0.04
32684,0.01
32685,0.02
32686,0.07
32687,0.0
32688,0.04
32689,0.31
32690,0.11
32691,0.01
32692,0.0
32693,0.01
32694,0.11
32695,0.0
32696,0.02
32697,0.0
32698,0.07
32699,0.77
32700,0.02
32701,0.48
32702,0.34
32703,0.04
32704,0.0
32705,0.01
32706,0.03
32707,0.15
32708,0.01
32709,0.01
32710,0.06
32711,0.0
32712,0.16
32713,0.0
32714,0.06
32715,0.0
32716,0.28
32717,0.0
32718,0.04
32719,0.0
32720,0.01
32721,0.1
32722,0.25
32723,0.11
32724,0.13
32725,0.0
32726,0.0
32727,0.12
32728,0.3
32729,0.02
32730,0.01
32731,0.01
32732,0.08
32733,0.14
32734,0.0
32735,0.03
32736,0.03
32737,0.0
32738,0.02
32739,0.0
32740,0.0
32741,0.01
32742,0.0
32743,0.02
32744,0.03
32745,0.01
32746,0.03
32747,1.0
32748,0.0
32749,0.0
32750,0.06
32751,0.08
32752,0.7
32753,0.0
32754,0.03
32755,0.08
32756,0.0
32757,0.0
32758,0.16
32759,0.02
32760,0.0
32761,0.04
32762,0.22
32763,0.03
32764,0.0
32765,0.02
32766,0.02
32767,0.09
32768,0.0
32769,0.0
32770,0.0
32771,0.33
32772,0.01
32773,0.0
32774,0.08
32775,0.0
32776,0.03
32777,0.0
32778,0.13
32779,0.98
32780,0.03
32781,0.02
32782,0.12
32783,0.13
32784,0.09
32785,0.02
32786,0.31
32787,0.87
32788,0.0
32789,0.18
32790,0.01
32791,0.13
32792,0.01
32793,0.01
32794,0.0
32795,0.53
32796,0.05
32797,0.16
32798,0.06
32799,0.0
32800,0.49
32801,0.09
32802,0.07
32803,0.73
32804,0.0
32805,0.0
32806,0.0
32807,0.66
32808,0.04
32809,0.0
32810,0.07
32811,0.14
32812,0.17
32813,0.0
32814,0.16
32815,0.0
32816,0.0
32817,0.0
32818,0.01
32819,0.36
32820,0.08
32821,0.0
32822,0.23
32823,0.0
32824,0.02
32825,0.09
32826,0.03
32827,0.02
32828,0.04
32829,0.33
32830,0.57
32831,0.24
32832,0.0
32833,0.0
32834,0.43
32835,0.01
32836,0.01
32837,0.0
32838,0.0
32839,0.26
32840,0.38
32841,0.03
32842,0.07
32843,0.05
32844,0.01
32845,0.02
32846,0.03
32847,0.55
32848,0.08
32849,0.02
32850,0.43
32851,0.06
32852,0.15
32853,0.03
32854,0.0
32855,0.24
32856,0.0
32857,0.07
32858,0.0
32859,0.04
32860,0.28
32861,0.0
32862,0.16
32863,0.01
32864,0.15
32865,0.25
32866,0.0
32867,0.01
32868,0.03
32869,0.0
32870,0.38
32871,0.05
32872,0.68
32873,0.25
32874,0.0
32875,0.02
32876,0.43
32877,0.02
32878,0.03
32879,0.0
32880,0.0
32881,0.0
32882,0.0
32883,0.59
32884,0.01
32885,0.05
32886,0.05
32887,0.0
32888,0.08
32889,0.07
32890,0.21
32891,0.0
32892,0.24
32893,0.0
32894,0.01
32895,0.71
32896,0.22
32897,0.0
32898,0.0
32899,0.09
32900,0.04
32901,0.0
32902,0.21
32903,0.0
32904,0.0
32905,0.0
32906,0.04
32907,0.0
32908,0.01
32909,0.12
32910,0.27
32911,0.03
32912,0.0
32913,0.0
32914,0.11
32915,0.88
32916,0.01
32917,0.01
32918,0.35
32919,0.0
32920,0.0
32921,0.12
32922,0.61
32923,0.01
32924,0.38
32925,0.08
32926,0.18
32927,0.1
32928,0.18
32929,0.1
32930,0.0
32931,0.51
32932,0.02
32933,0.0
32934,0.3
32935,0.01
32936,0.0
32937,0.5676923076923077
32938,0.0
32939,0.06
32940,0.05
32941,0.0
32942,0.0
32943,0.02
32944,0.1
32945,0.24
32946,0.0
32947,0.02
32948,0.27
32949,0.15
32950,0.51
32951,0.0
32952,0.05
32953,0.76
32954,0.03
32955,0.08
32956,0.04
32957,0.0
32958,0.17
32959,0.17
32960,0.75
32961,0.02
32962,0.05
32963,0.18
32964,0.67
32965,0.01
32966,0.06
32967,0.05
32968,0.21
32969,0.56
32970,0.0
32971,0.32
32972,0.01
32973,0.32
32974,0.0
32975,0.11
32976,0.42
32977,0.1
32978,0.06
32979,0.05
32980,0.0
32981,0.0
32982,0.09
32983,0.04
32984,0.0
32985,0.02
32986,0.01
32987,0.02
32988,0.0
32989,0.01
32990,0.0
32991,0.07
32992,0.02
32993,0.0
32994,0.22
32995,0.03
32996,0.2
32997,0.01
32998,0.13
32999,0.01
33000,0.02
33001,0.23
33002,0.51
33003,0.01
33004,1.0
33005,0.13
33006,0.0
33007,0.01
33008,0.3
33009,0.67
33010,0.04
33011,0.0
33012,0.05
33013,0.0
33014,0.17
33015,0.05
33016,0.16
33017,0.0
33018,0.02
33019,0.0
33020,0.04
33021,0.14
33022,0.17
33023,0.01
33024,0.13
33025,0.0
33026,0.02
33027,0.0
33028,0.17
33029,0.0
33030,0.0
33031,0.02
33032,0.13
33033,0.0
33034,0.03
33035,0.04
33036,0.01
33037,0.02
33038,0.05
33039,0.12
33040,0.6822158091192143
33041,0.03
33042,0.12
33043,0.007857142857142858
33044,0.07
33045,0.03
33046,0.0
33047,0.0
33048,0.01
33049,0.1
33050,0.29
33051,0.06
33052,0.12
33053,0.02
33054,0.31
33055,0.0
33056,0.13
33057,0.0
33058,0.0
33059,0.0
33060,0.0
33061,0.18
33062,0.16
33063,0.07
33064,0.0
33065,0.76
33066,0.0
33067,0.01
33068,0.0
33069,0.0
33070,0.05
33071,0.08
33072,0.04
33073,0.0
33074,0.04
33075,0.02
33076,0.49
33077,0.01
33078,0.0
33079,0.55
33080,0.38
33081,0.0
33082,0.54
33083,0.67
33084,0.0
33085,0.76
33086,0.02
33087,0.02
33088,0.35
33089,0.03
33090,0.0
33091,0.11
33092,0.02
33093,0.0
33094,0.8
33095,0.04
33096,0.15
33097,0.17
33098,0.02
33099,0.04
33100,0.0
33101,0.28
33102,0.06
33103,0.22
33104,0.0
33105,0.1
33106,0.0
33107,0.17
33108,0.0
33109,0.26
33110,0.3
33111,0.01
33112,0.63
33113,0.01
33114,0.0
33115,0.05
33116,0.07
33117,0.13
33118,0.18
33119,0.15
33120,0.01
33121,0.04
33122,0.0
33123,0.1
33124,0.08
33125,0.25
33126,0.0
33127,0.0
33128,0.5
33129,0.0
33130,0.35
33131,0.0
33132,0.0
33133,0.04
33134,0.0
33135,0.01
33136,0.0
33137,0.19
33138,0.0
33139,0.01
33140,0.0
33141,0.31
33142,0.08
33143,0.2
33144,0.02
33145,0.0
33146,0.05
33147,0.0
33148,0.01
33149,0.0
33150,0.06
33151,0.0
33152,0.01
33153,0.0
33154,0.0
33155,0.0
33156,0.64
33157,0.08
33158,0.0
33159,0.01
33160,0.05
33161,0.12
33162,0.7
33163,0.0
33164,0.57
33165,0.0
33166,0.0
33167,0.0
33168,0.0
33169,0.0
33170,0.33
33171,0.0
33172,0.86
33173,0.9469909765144005
33174,0.29
33175,0.06
33176,0.12
33177,0.08
33178,0.0
33179,0.0
33180,0.0
33181,0.18
33182,0.13
33183,0.06
33184,0.01
33185,0.0
33186,0.4
33187,0.07
33188,0.14
33189,0.31
33190,0.02
33191,0.17
33192,0.03
33193,0.05
33194,0.0
33195,0.09
33196,0.04
33197,0.01
33198,0.18
33199,0.3
33200,0.03
33201,0.19
33202,0.3
33203,0.14
33204,0.29
33205,0.54
33206,0.0
33207,0.01
33208,0.0
33209,0.01
33210,0.05
33211,0.0
33212,0.04
33213,0.05
33214,0.94
33215,0.09
33216,0.35
33217,0.0
33218,0.04
33219,0.01
33220,0.02
33221,0.03
33222,0.04
33223,0.36
33224,0.05
33225,0.04
33226,0.14
33227,0.07
33228,0.0
33229,0.0
33230,0.91
33231,0.0
33232,0.02
33233,0.01
33234,0.07
33235,0.02
33236,0.0
33237,0.55
33238,0.07
33239,0.01
33240,0.01
33241,0.03
33242,0.11
33243,0.22
33244,0.06
33245,0.02
33246,0.16
33247,0.15
33248,0.02
33249,0.03
33250,0.1
33251,0.07
33252,0.06
33253,0.01
33254,0.0
33255,0.13
33256,0.11
33257,0.0
33258,0.0
33259,0.12
33260,0.16
33261,0.0
33262,0.08
33263,0.01
33264,0.0
33265,0.01
33266,0.06
33267,0.01
33268,0.0
33269,0.03
33270,0.0
33271,0.01
33272,0.1
33273,0.05
33274,0.01
33275,0.18
33276,0.13
33277,0.0
33278,0.1
33279,0.09
33280,0.0
33281,0.0
33282,0.01
33283,0.0
33284,0.0
33285,0.72
33286,0.0
33287,0.12
33288,0.02
33289,0.01
33290,0.04
33291,0.17
33292,0.05
33293,0.0
33294,0.41
33295,0.01
33296,0.17
33297,0.02
33298,0.0
33299,0.01
33300,0.3375
33301,0.11
33302,0.0
33303,0.46
33304,0.0
33305,0.03
33306,0.8366964035964035
33307,0.02
33308,0.0
33309,0.06
33310,0.01
33311,0.0
33312,0.0
33313,0.0
33314,0.41
33315,0.03
33316,0.0
33317,0.01
33318,0.08
33319,0.13
33320,0.0
33321,0.22
33322,0.0
33323,0.02
33324,0.02
33325,0.02
33326,0.01
33327,0.0
33328,0.02
33329,0.67
33330,0.0
33331,0.12
33332,0.01
33333,0.26
33334,0.31
33335,0.07
33336,0.17
33337,0.0
33338,0.21
33339,0.05
33340,0.01
33341,0.0
33342,0.01
33343,0.03
33344,0.47
33345,0.59
33346,0.13
33347,0.01
33348,0.11
33349,0.03
33350,0.02
33351,0.32
33352,0.6
33353,0.0
33354,0.02
33355,0.0
33356,0.0
33357,0.01
33358,0.05
33359,0.16
33360,0.01
33361,0.38
33362,0.01
33363,0.0
33364,0.32
33365,0.06
33366,0.0
33367,0.0
33368,0.04
33369,0.0
33370,0.01
33371,0.65
33372,0.0
33373,0.48
33374,0.0
33375,0.0
33376,0.0
33377,0.0
33378,0.01
33379,0.02
33380,0.01
33381,0.15
33382,0.0
33383,0.06
33384,0.0
33385,0.06
33386,0.03
33387,0.0
33388,0.02
33389,0.58
33390,0.0
33391,0.0
33392,0.09
33393,0.11
33394,0.0
33395,0.01
33396,0.93
33397,0.0
33398,0.92
33399,0.0
33400,0.11
33401,0.0
33402,0.0
33403,0.27
33404,0.88
33405,0.06
33406,0.0
33407,0.0
33408,0.09
33409,0.01
33410,0.15
33411,0.0
33412,0.03
33413,0.14
33414,0.06
33415,0.01
33416,0.12
33417,0.05
33418,0.15
33419,0.03
33420,0.0
33421,0.09
33422,0.0
33423,0.45
33424,0.13
33425,0.0
33426,0.05
33427,0.01
33428,0.01
33429,0.02
33430,0.0
33431,0.02
33432,0.0
33433,0.16
33434,0.07
33435,0.1
33436,0.94
33437,0.06
33438,0.0
33439,0.0
33440,0.0
33441,0.01
33442,0.12
33443,0.11
33444,0.46
33445,0.0
33446,0.0
33447,0.0
33448,0.0
33449,0.02
33450,0.0
33451,0.1
33452,0.01
33453,0.14
33454,0.04
33455,0.03
33456,0.46
33457,0.02
33458,0.18
33459,0.0
33460,0.06
33461,0.0
33462,0.06
33463,0.0
33464,0.0
33465,0.34
33466,0.0
33467,0.03
33468,0.09
33469,0.25
33470,0.02
33471,0.04
33472,0.0
33473,0.0
33474,0.0
33475,0.07
33476,0.02
33477,0.0
33478,0.02
33479,0.0
33480,0.0
33481,0.09
33482,0.1
33483,0.0
33484,0.01
33485,0.02
33486,0.14
33487,0.12
33488,0.6
33489,0.19
33490,0.03
33491,0.0
33492,0.0
33493,0.0
33494,0.05
33495,0.0
33496,0.03
33497,0.01
33498,0.15
33499,0.04
33500,0.01
33501,0.0
33502,0.0
33503,0.57
33504,0.0
33505,0.0
33506,0.1
33507,0.0
33508,0.01
33509,0.41
33510,0.19
33511,0.61
33512,0.0
33513,0.25
33514,0.03
33515,0.0
33516,0.15
33517,0.03
33518,0.07
33519,0.37
33520,0.03
33521,0.7
33522,0.12
33523,0.29
33524,0.0
33525,0.0
33526,0.04
33527,0.08
33528,0.54
33529,0.0
33530,0.04
33531,0.03
33532,0.04
33533,0.17
33534,0.0
33535,0.0
33536,0.05
33537,0.16
33538,0.07
33539,0.0
33540,0.11
33541,0.0
33542,0.05
33543,0.03
33544,0.04
33545,0.15
33546,0.43
33547,0.0
33548,0.0
33549,0.02
33550,0.06
33551,0.2
33552,0.76
33553,0.07
33554,0.0
33555,0.11
33556,0.16
33557,0.12
33558,0.1
33559,0.01
33560,0.0
33561,0.0
33562,0.0
33563,0.51
33564,0.51
33565,0.0
33566,0.18
33567,0.0
33568,0.02
33569,0.03
33570,0.01
33571,0.0
33572,0.5
33573,0.01
33574,0.55
33575,0.11
33576,0.14
33577,0.05
33578,0.0
33579,0.18
33580,0.0
33581,0.17
33582,0.1
33583,0.0
33584,0.13
33585,0.01
33586,0.28
33587,0.0
33588,0.02
33589,0.03
33590,0.03
33591,0.0
33592,0.17
33593,0.25
33594,0.12
33595,0.01
33596,0.93
33597,0.05
33598,0.01
33599,0.0
33600,0.0
33601,0.0
33602,0.08
33603,0.1
33604,0.0
33605,0.05
33606,0.0
33607,0.11
33608,0.0
33609,0.0
33610,0.0
33611,0.09
33612,0.0
33613,0.0
33614,0.0
33615,0.07
33616,0.0
33617,0.0
33618,0.0
33619,0.17
33620,0.09
33621,0.0
33622,0.11
33623,0.42
33624,0.04
33625,0.64
33626,0.44
33627,0.62
33628,0.06
33629,0.01
33630,0.03
33631,0.0
33632,0.13
33633,0.0
33634,0.016948051948051948
33635,0.0
33636,0.01
33637,0.03
33638,0.27
33639,0.05
33640,0.12
33641,0.01
33642,0.0
33643,0.32
33644,0.0
33645,0.05
33646,0.33
33647,0.18
33648,0.53
33649,0.19
33650,0.02
33651,0.0
33652,0.02
33653,0.22
33654,0.41
33655,0.0
33656,0.05
33657,0.0
33658,0.03
33659,0.04
33660,0.05
33661,0.59
33662,0.33
33663,0.03
33664,0.05
33665,0.54
33666,0.03
33667,0.1
33668,0.06
33669,0.25
33670,0.62
33671,0.02
33672,0.0
33673,0.01
33674,0.02
33675,0.0
33676,0.05
33677,0.05
33678,0.21
33679,0.0
33680,0.38
33681,0.0
33682,0.07
33683,0.01
33684,0.0
33685,0.0
33686,0.0
33687,0.11
33688,0.0
33689,0.02
33690,0.09
33691,0.07
33692,0.02
33693,0.15
33694,0.03
33695,0.0
33696,0.01
33697,0.75
33698,0.04
33699,0.9
33700,0.0
33701,0.39
33702,0.01
33703,0.0
33704,0.05
33705,0.0
33706,0.04
33707,0.75
33708,0.15
33709,0.0
33710,0.04
33711,0.4
33712,0.14
33713,0.17
33714,0.93
33715,0.02
33716,0.06
33717,0.0
33718,0.0
33719,0.01
33720,0.0
33721,0.0
33722,0.0
33723,0.05
33724,0.11
33725,0.48
33726,0.26
33727,0.0
33728,0.0
33729,0.0
33730,0.0
33731,0.0
33732,0.98
33733,0.02
33734,0.0
33735,0.08
33736,0.01
33737,0.07
33738,0.03
33739,0.37
33740,0.13
33741,0.0
33742,0.0
33743,0.6
33744,0.0
33745,0.0
33746,0.0
33747,0.01
33748,0.23
33749,0.02
33750,0.02
33751,0.85
33752,0.01
33753,0.06
33754,0.48
33755,0.01
33756,0.2
33757,0.0
33758,0.11
33759,0.01
33760,0.1
33761,0.0
33762,0.04
33763,0.02
33764,0.02
33765,0.0
33766,0.11
33767,0.0
33768,0.38
33769,0.0
33770,0.0
33771,0.05
33772,0.0
33773,0.16
33774,0.0
33775,0.12
33776,0.09
33777,0.07
33778,0.03
33779,0.02
33780,0.06
33781,0.0
33782,0.01
33783,0.07
33784,0.03
33785,0.0
33786,0.07
33787,0.0
33788,0.04
33789,0.06
33790,0.37
33791,0.03
33792,0.09
33793,0.07
33794,0.51
33795,0.67
33796,0.0
33797,0.03
33798,0.01
33799,0.0
33800,0.18
33801,0.0
33802,0.15
33803,0.0
33804,0.03
33805,0.03
33806,0.03
33807,0.1
33808,0.16
33809,0.0
33810,0.01
33811,0.0
33812,0.09
33813,0.0
33814,0.26
33815,0.01
33816,0.0
33817,0.0
33818,0.0
33819,0.0
33820,0.33
33821,0.45
33822,0.03
33823,0.01
33824,0.17
33825,0.01
33826,0.04
33827,0.04
33828,0.01
33829,0.16
33830,0.01
33831,0.0
33832,0.01
33833,0.3
33834,0.18
33835,0.05
33836,0.03
33837,0.04
33838,0.34
33839,0.09
33840,0.0
33841,0.25
33842,0.13
33843,0.02
33844,0.87
33845,0.01
33846,0.0
33847,0.01
33848,0.0
33849,0.02
33850,0.04
33851,0.23
33852,0.76
33853,0.0
33854,0.07
33855,0.01
33856,0.35
33857,0.02
33858,0.26
33859,0.01
33860,0.14
33861,0.0
33862,0.33
33863,0.01
33864,0.01
33865,0.34
33866,0.01
33867,0.25
33868,0.0
33869,0.02
33870,0.18
33871,0.23
33872,0.0
33873,0.39
33874,0.13
33875,0.0
33876,0.22
33877,0.05
33878,0.0
33879,0.04
33880,0.34
33881,0.07
33882,0.0
33883,0.02
33884,0.01
33885,0.19
33886,0.15
33887,0.25
33888,0.0
33889,0.02
33890,0.0
33891,0.03
33892,0.1
33893,0.77
33894,0.03
33895,0.56
33896,0.36
33897,0.61
33898,0.09
33899,0.03
33900,0.0
33901,0.0
33902,0.03
33903,0.81
33904,0.06
33905,0.3
33906,0.84
33907,0.09
33908,0.31
33909,0.0
33910,0.16
33911,0.0
33912,0.12
33913,0.87
33914,0.0
33915,0.02
33916,0.04
33917,0.26
33918,0.0
33919,0.06
33920,0.1
33921,0.15
33922,0.0
33923,0.02
33924,0.09
33925,0.19
33926,0.0
33927,0.0
33928,0.03
33929,0.11
33930,0.12
33931,0.0
33932,0.02
33933,0.01
33934,0.0
33935,0.12
33936,0.0
33937,0.0
33938,0.0
33939,0.18
33940,0.0
33941,0.1
33942,0.16
33943,0.02
33944,0.01
33945,0.01
33946,0.0
33947,0.0
33948,0.0
33949,0.01
33950,0.0
33951,0.01
33952,0.04
33953,0.01
33954,0.37
33955,0.14
33956,0.29
33957,0.01
33958,0.01
33959,0.21
33960,0.0
33961,0.02
33962,0.0
33963,0.27
33964,0.0
33965,0.01
33966,0.0
33967,0.07
33968,0.11
33969,0.01
33970,0.0
33971,0.0
33972,0.27
33973,0.0
33974,0.14
33975,0.0
33976,0.22
33977,0.06
33978,0.22
33979,0.04
33980,0.34
33981,0.0
33982,0.44
33983,0.0
33984,0.28
33985,0.38
33986,0.15
33987,0.0
33988,0.0
33989,0.04
33990,0.0
33991,0.02
33992,0.1
33993,0.28
33994,0.08
33995,0.0
33996,0.0
33997,0.01
33998,0.57
33999,0.0
34000,0.17
34001,0.02
34002,0.25
34003,0.0
34004,0.01
34005,0.03
34006,0.04
34007,0.0
34008,0.0
34009,0.11
34010,0.68
34011,0.02
34012,0.02
34013,0.0
34014,0.01
34015,0.0
34016,0.0
34017,0.0
34018,0.09
34019,0.49
34020,0.06
34021,0.0
34022,0.01
34023,0.12
34024,0.0
34025,0.0
34026,0.12
34027,0.11
34028,0.07
34029,0.0
34030,0.0
34031,0.13
34032,0.83
34033,0.1
34034,0.07
34035,0.15
34036,0.1
34037,0.14
34038,0.4
34039,0.04
34040,0.03
34041,0.0
34042,0.02
34043,0.67
34044,0.07
34045,0.36
34046,0.21
34047,0.02
34048,0.0
34049,0.44
34050,0.0
34051,0.12
34052,0.12
34053,0.03
34054,0.02
34055,0.47
34056,0.0
34057,0.46
34058,0.0
34059,0.03
34060,0.22
34061,0.0
34062,0.86
34063,0.0
34064,0.0
34065,0.04
34066,0.0
34067,0.11
34068,0.64
34069,0.34
34070,0.73
34071,0.23
34072,0.55
34073,0.15
34074,0.0
34075,0.08
34076,0.03
34077,0.14
34078,0.18
34079,0.0
34080,0.02
34081,0.12
34082,0.23
34083,0.11
34084,0.11
34085,0.4
34086,0.92
34087,0.0
34088,0.0
34089,0.0
34090,0.01
34091,0.21
34092,0.23
34093,0.2
34094,0.28
34095,0.06
34096,0.11
34097,0.0
34098,0.03
34099,0.0
34100,0.21
34101,0.0
34102,0.01
34103,0.11
34104,0.05
34105,0.15
34106,0.14
34107,0.14
34108,0.01
34109,0.18
34110,0.51
34111,0.69
34112,0.02
34113,0.0
34114,0.0
34115,0.03
34116,0.0
34117,0.0
34118,0.01
34119,0.0
34120,0.71
34121,0.07
34122,0.55
34123,0.0
34124,0.03
34125,0.06
34126,0.06
34127,0.15
34128,0.77
34129,0.0
34130,0.01
34131,0.03
34132,0.01
34133,0.01
34134,0.0
34135,0.03
34136,0.0
34137,0.01
34138,0.08
34139,0.15
34140,0.28
34141,0.0
34142,0.05
34143,0.0
34144,0.02
34145,0.68
34146,0.03
34147,0.03
34148,0.45
34149,0.0
34150,0.09
34151,0.25
34152,0.0
34153,0.02
34154,0.0
34155,0.03
34156,0.01
34157,0.46
34158,0.71
34159,0.27
34160,0.06
34161,0.03
34162,0.02
34163,0.14
34164,0.04
34165,0.27
34166,0.03
34167,0.0
34168,0.0
34169,0.01
34170,0.01
34171,0.0
34172,0.0
34173,0.22
34174,0.56
34175,0.01
34176,0.0
34177,0.08
34178,0.0
34179,0.05
34180,0.07
34181,0.0
34182,0.0
34183,0.08
34184,0.0
34185,0.12
34186,0.0
34187,0.19
34188,0.72
34189,0.01
34190,0.0
34191,0.0
34192,0.01
34193,0.4
34194,0.25
34195,0.56
34196,0.08
34197,0.0
34198,0.12
34199,0.0
34200,0.02
34201,0.05
34202,0.0
34203,0.15
34204,0.0
34205,0.01
34206,0.01
34207,0.0
34208,0.11
34209,0.04
34210,0.05
34211,0.46
34212,0.0
34213,0.86
34214,0.05
34215,0.01
34216,0.0
34217,0.03
34218,0.31
34219,0.0
34220,0.39
34221,0.0
34222,0.0
34223,0.14
34224,0.0
34225,0.0
34226,0.0
34227,0.0
34228,0.09
34229,0.06
34230,0.1
34231,0.01
34232,0.34
34233,0.02
34234,0.05
34235,0.0
34236,0.02
34237,0.05
34238,0.02
34239,0.04
